CHAIN GRAPH,Chain Graph
chain-coding,Chain-Coding
CHAINS,Chains
CHALLENGE,Challenge
Challenge,Challenge
challenge response protocol,Challenge Response Protocol
challenging field,Challenging Field
Chamfer Distance,Chamfer Distance
Chamfer distance transform,Chamfer Distance Transform
Channel State Information,Channel State Information
channel state information,Channel State Information
Channel state information (CSI),Channel State Information
chaotic map,Chaotic Map
CHARACTER,Character
Character,Character
character,Character
Character and hull recognition,Character And Hull Recognition
character bi-gram model,Character Bi-Gram Model
character block layout variance,Character Block Layout Variance
Character Classification,Character Classification
Character classification,Character Classification
character classification,Character Classification
character classifier,Character Classifier
character confusion,Character Confusion
Character Decomposition,Character Decomposition
CHARACTER DESCRIPTION,Character Description
Character detection,Character Detection
character detection and recognition,Character Detection And Recognition
character digitization,Character Digitization
character distribution,Character Distribution
Character embedding,Character Embedding
character error rate,Character Error Rate
character extraction,Character Extraction
character feature extraction,Character Feature Extraction
character fitness,Character Fitness
CHARACTER GRAPH MODEL,Character Graph Model
Character Identification,Character Identification
character image database,Character Image Database
Character Image Processing,Character Image Processing
Character intensity code (CIC),Character Intensity Code
Character level,Character Level
Character line,Character Line
character line,Character Line
character location,Character Location
Character Modeling,Character Modeling
character models,Character Models
Character normalization,Character Normalization
character overlapping,Character Overlapping
CHARACTER OVERLAPPED BORDERS,Character Overlapping Borders
character overlapping borders,Character Overlapping Borders
Character recogniiton,Character Recognition
Character Recognitio,Character Recognition
CHARACTER RECOGNITION,Character Recognition
Character Recognition,Character Recognition
Character recognition,Character Recognition
character recognition,Character Recognition
Character Recognition (CR),Character Recognition
Character recognition (CR),Character Recognition
character recognition (CR),Character Recognition
CHARACTER-RECOGNITION,Character Recognition
characters recognition,Character Recognition
character recognition problem,Character Recognition Problem
Character recognition system,Character Recognition System
character recognition system,Character Recognition System
CHARACTER-RECOGNITION SYSTEM,Character Recognition System
character recognition tree,Character Recognition Tree
character reconstruction,Character Reconstruction
characters reconstruction,Character Reconstruction
character restoration,Character Restoration
Character retrieval,Character Retrieval
Character rotation,Character Rotation
CHARACTER SEGMENTATION,Character Segmentation
Character Segmentation,Character Segmentation
Character segmentation,Character Segmentation
character segmentation,Character Segmentation
Characters segmentation,Character Segmentation
character segmentation and structural features,Character Segmentation And Structural Features
CHARACTER SEGMENTATION APPROACH,Character Segmentation Approach
CHARACTER SEQUENCE RECOGNITION,Character Sequence Recognition
CHARACTER SET RECOGNITION,Character Set Recognition
character similarity,Character Similarity
character spectrum,Character Spectrum
Character spotting,Character Spotting
Character string recognition,Character String Recognition
Character style recognition,Character Style Recognition
Character type,Character Type
character type identification,Character Type Identification
Character/word recognition,Character/Word Recognition
character-based language models,Character-Based Language Models
Characteristic loci,Characteristic Loci
character-level interaction,Character-Level Interaction
character-level language model,Character-Level Language Model
character-level segmentation,Character-Level Segmentation
character-position-free,Character-Position-Free
characteres,Characters
CHARACTERS,Characters
characters,Characters
character-synchronous dynamic search,Character-Synchronous Dynamic Search
Chars74K,Chars74K
chatroom abbreviations,Chatroom Abbreviations
Chebyshev,Chebyshev
Chebyshev moments (CM),Chebyshev Moments
Check,Check
check amount recognition,Check Amount Recognition
CHECK ANALYSIS,Check Analysis
check image processing,Check Image Processing
check processing,Check Processing
cheque processing,Check Processing
cheque reader,Check Reader
Check recognition,Check Recognition
check recognition,Check Recognition
cheque recognition,Check Recognition
Checkbax Recognition,Checkbax Recognition
chemical batch processes,Chemical Batch Processes
Chemical Reaction Optimization algorithm,Chemical Reaction Optimization Algorithm
Chemical structure recognition,Chemical Structure Recognition
CHEMOTHERAPY,Chemotherapy
Cherry,Cherry
chess moves digitization,Chess Moves Digitization
Chess scoresheet recognition,Chess Scoresheet Recognition
chess scoresheet recognition,Chess Scoresheet Recognition
chi square distance,Chi Square Distance
Chi-square distance,Chi Square Distance
CHILD DYSLEXICS,Child Dyslexics
Child handwriting recognition,Child Handwriting Recognition
CHILDREN,Children
Children,Children
children,Children
Child-robot interaction,Child-Robot Interaction
CHINESE,Chinese
Chinese,Chinese
Chinese character decomposition,Chinese Character Decomposition
Chinese character processing,Chinese Character Processing
CHINESE CHARACTER RECOGNITION,Chinese Character Recognition
Chinese character recognition,Chinese Character Recognition
chinese character recognition,Chinese Character Recognition
CHINESE CHARACTER-RECOGNITION,Chinese Character Recognition
Chinese character strokes order,Chinese Character Strokes Order
Chinese character structure model,Chinese Character Structure Model
CHINESE CHARACTER,Chinese Characters
Chinese character,Chinese Characters
CHINESE CHARACTERS,Chinese Characters
Chinese characters,Chinese Characters
CHINESE-CHARACTERS,Chinese Characters
Chinese characters handwriting,Chinese Characters Handwriting
Chinese cursive character detection method,Chinese Cursive Character Detection Method
Chinese cursive script,Chinese Cursive Script
Chinese document,Chinese Document
Chinese handwriting,Chinese Handwriting
Chinese handwriting education,Chinese Handwriting Education
Chinese handwriting error detection,Chinese Handwriting Error Detection
Chinese handwriting normalization,Chinese Handwriting Normalization
Chinese Handwriting Recognition,Chinese Handwriting Recognition
Chinese handwriting recognition,Chinese Handwriting Recognition
Chinese handwriting recognition competition,Chinese Handwriting Recognition Competition
Chinese handwriting writer recognition,Chinese Handwriting Writer Recognition
Chinese handwritten character recognition,Chinese Handwritten Character Recognition
Chinese handwritten font,Chinese Handwritten Font
Chinese historical image,Chinese Historical Image
Chinese input,Chinese Input
Chinese Legal Amount,Chinese Legal Amount
Chinese legal amount,Chinese Legal Amount
Chinese OCR,Chinese OCR
Chinese script,Chinese Script
Chinese strokes,Chinese Strokes
CHINESE TEXT,Chinese Text
Chinese/English identification,Chinese/English Identification
CHIP,Chip
Choquet integral,Choquet Integral
Chord length,Chord Length
CHROMOSOME-6,Chromosome-6
chronic disease,Chronic Disease
Chu Nom Characters,Chu Nom Characters
chu nom characters,Chu Nom Characters
CIFAR,CIFAR
Circuit component recognition,Circuit Component Recognition
CIRCUITS,Circuits
circular quadrant mass distribution,Circular Quadrant Mass Distribution
city block distance with deviation,City Block Distance With Deviation
CITY NAME RECOGNITION,City Name Recognition
City name recognition,City Name Recognition
city name recognition,City Name Recognition
class ambiguity,Class Ambiguity
Class imbalance problem,Class Imbalance Problem
Class level,Class Level
class modularity,Class Modularity
class separation,Class Separation
Class separation problem,Class Separation Problem
class specific features,Class Specific Features
Class-based contextual modeling,Class-Based Contextual Modeling
Class-dependent and class-independent,Class-Dependent And Class-Independent
class-dependent feature combination,Class-Dependent Feature Combination
classfier combination,Classfier Combination
class-guided prediction,Class-Guided Prediction
Classifiability,Classifiability
Classifiaction,Classifiaction
CLASSIFICATION,Classification
Classification,Classification
classification,Classification
classification accuracy,Classification Accuracy
Classification Algorithms,Classification Algorithms
classification error,Classification Error
Classification methods,Classification Methods
Classification Model,Classification Models
Classification models,Classification Models
Classification of caption text,Classification Of Caption Text
classification of scene text,Classification Of Scene Text
Classification performance,Classification Performance
Classification Reliability,Classification Reliability
classification speed,Classification Speed
Classification techniques,Classification Techniques
classification techniques,Classification Techniques
Classification trees,Classification Trees
CLASSIFIER,Classifier
Classifier,Classifier
classifier collaboration,Classifier Collaboration
CLASSIFIER COMBINATION,Classifier Combination
Classifier Combination,Classifier Combination
Classifier combination,Classifier Combination
classifier combination,Classifier Combination
classifier combining,Classifier Combination
classifier ensemble methods,Classifier Ensemble Methods
Classifier Ensembles,Classifier Ensembles
CLASSIFIER FUSION,Classifier Fusion
Classifier fusion,Classifier Fusion
classifier fusion,Classifier Fusion
CLASSIFIER OUTPUTS,Classifier Outputs
Classifier selection,Classifier Selection
classifier selection,Classifier Selection
classifier similarity,Classifier Similarity
classifier subset selection,Classifier Subset Selection
classifier training,Classifier Training
CLASSIFIERS,Classifiers
Classifiers,Classifiers
classifiers,Classifiers
CLASSIFIERS COMBINATION,Classifiers Combination
classifiers combination,Classifiers Combination
classifiers diversity,Classifiers Diversity
Classifiers integration,Classifiers Integration
CLASSIFYING NEURAL NETWORKS,Classifying Neural Networks
class-modular architecture,Class-Modular Architecture
CLASSROOM,Classroom
CLAY,Clay
Cleaning document,Cleaning Document
CLEANUP,Cleanup
Client-server architecture with Ajax-based communication,Client-Server Architecture With Ajax-Based Communication
Client-server system,Client-Server System
clinical data exchange,Clinical Data Exchange
clinical decision support,Clinical Decision Support
Clinical de-identification,Clinical De-Identification
CLINICAL TRIAL,Clinical Trial
Clock Drawing Test,Clock Drawing Test
Clock Drawing Test (CDT),Clock Drawing Test
Clonclas,Clonclas
CLONING TEMPLATE,Cloning Template
closed character detection,Closed Character Detection
Closure of Fuzzy Galois connections,Closure Of Fuzzy Galois Connections
CLOUD,Cloud
Cloud computing,Cloud Computing
cloud computing,Cloud Computing
cloud resource scaling,Cloud Resource Scaling
Cluster analysis,Cluster Analysis
CLUSTER CENTER,Cluster Center
CLUSTER NEURAL-NETWORK,Cluster Neural-Network
cluster prediction,Cluster Prediction
cluster resolution,Cluster Resolution
CLUSTERING,Clustering
Clustering,Clustering
clustering,Clustering
clustering comparison,Clustering Comparison
clustering evaluation,Clustering Evaluation
CLUSTERING PROBLEM,Clustering Problem
clustering-based discriminant analysis,Clustering-Based Discriminant Analysis
CLUSTERS,Clusters
CMA-MOHR,CMA-MOHR
CMARTdb,CMARTdb
CMATERdb,CMATERdb
CMATERdb dataset,CMATERdb
CMI,CMI
CMOS IMPLEMENTATION,Cmos Implementation
cascade neural network,CNN
Cascaded CNN,CNN
CNN,CNN
cnn,CNN
CNN model,CNN
CNNs,CNN
CNN Universal Machine (CNN-UM),CNN Universal Machine
CNN-BLSTM,CNN-BLSTM
CNN-RNN Hybrid Network,CNN-RNN Hybrid Network
CNN-RNN network,CNN-RNN Network
CNN-SVM CLASSIFIER,CNN-SVM Classifier
Co-adaptation,Co-Adaptation
coalgebra,Coalgebra
coarse and fine segmentation,Coarse And Fine Segmentation
Coarse-grained reconfigurable array,Coarse-Grained Reconfigurable Array
COCHLEAR IMPLANTS,Cochlear Implants
Code generation,Code Generation
code generation,Code Generation
Code Generators,Code Generation
Code mutation,Code Mutation
code reuse,Code Reuse
Code transformation,Code Transformation
CODEBOOK,Codebook
codebook,Codebook
codebook learning,Codebook Learning
Codebook of graphemes,Codebook Of Graphemes
Codes,Codes
codeword,Codeword
coding particle,Coding Particle
coefficient of variation,Coefficient Of Variation
cognition and perception,Cognition And Perception
Cognitive,Cognitive
cognitive,Cognitive
cognitive control,Cognitive Control
Cognitive effort,Cognitive Effort
COGNITIVE IMPAIRMENT,Cognitive Impairment
cognitive impairment diagnosis,Cognitive Impairment Diagnosis
cognitive load,Cognitive Load
COGNITIVE NEUROSCIENCE,Cognitive Neuroscience
Cognitive tutors,Cognitive Tutors
Cogntive Assessment,Cogntive Assessment
COHERENCE FACTOR,Coherence Factor
Cohort,Cohort
collaborative filtering,Collaborative Filtering
Collaborative Interaction,Collaborative Interaction
Collaborative learning,Collaborative Learning
COLLABORATIVE REPRESENTATION,Collaborative Representation
Collaborative transcription,Collaborative Transcription
COLLECTIVE COMPUTATIONAL PROPERTIES,Collective Computational Properties
COLLEGE-STUDENTS,College-Students
COLLOCATIONS,Collocations
Colloquial language recognition,Colloquial Language Recognition
COLOR,Color
Color clustering,Color Clustering
Color Control,Color Control
Color document image,Color Document Image
Color feature,Color Feature
COLOR IMAGE,Color Image
Color Sagging,Color Sagging
Color spaces,Color Spaces
COLOR-GRAPHEMIC SYNAESTHESIA,Color-Graphemic Synaesthesia
COMBINATION,Combination
Combination,Combination
combination,Combination
Combination method,Combination Methods
COMBINATION METHODS,Combination Methods
combination of classifiers,Combination Of Classifiers
COMBINATION OF EXPERT DECISIONS,Combination Of Expert Decisions
COMBINATION OF MULTIPLE CLASSIFIERS,Combination Of Multiple Classifiers
combination of multiple classifiers,Combination Of Multiple Classifiers
combination system,Combination System
combined classifier,Combined Classifier
combined decision platform,Combined Decision Platform
Combined model,Combined Model
Combined recognizer,Combined Recognizer
combined RtL-LtR HMMs,Combined Rt-LtR HMMs
combined segmentation verification,Combined Segmentation Verification
combiner,Combiner
COMBINING CLASSIFIERS,Combining Classifiers
Combining classifiers,Combining Classifiers
combining classifiers,Combining Classifiers
combining methods,Combining Methods
COMBINING MULTIPLE CLASSIFIERS,Combining Multiple Classifiers
combining on-line and off-line features,Combining On-Line And Off-Line Features
Combining Rules,Combining Rules
combining strategy,Combining Strategy
COMENIA SCRIPT,Comenia Script
comics analysis,Comics Analysis
comics image analysis,Comics Image Analysis
Committee,Committee
committee classifier,Committee Classifier
COMMITTEE-MACHINE,Committee-Machine
COMMUNICATION,Communication
communication channel,Communication Channel
communication protocols,Communication Protocols
compact classifier,Compact Classifier
comparison of parsing algorithms,Comparison Of Parsing Algorithms
COMPETITION,Competition
Competition,Competition
competition,Competition
Competitions,Competitions
Competitive Learning,Competitive Learning
competitive learning algorithm,Competitive Learning Algorithm
complementary approaches and techniques,Complementary Approaches And Techniques
Complementary features,Complementary Features
Complete Character Set,Complete Character Set
complete working system,Complete Working System
complex characters,Complex Characters
complex document information processing,Complex Document Information Processing
complex document processing,Complex Document Processing
complex scene,Complex Scene
complex shapes,Complex Shapes
Complex Temporal Pattern,Complex Temporal Pattern
complex wavelet transform,Complex Wavelet Transform
COMPLEXITY,Complexity
Complexity,Complexity
complexity and memory space,Complexity And Memory Space
Complexity reduction,Complexity Reduction
complications,Complications
Component,Component
component,Component
COMPONENT ANALYSIS,Component Analysis
component clustering,Component Clustering
component labeling,Component Labeling
Component skills,Component Skills
component vector,Component Vector
composing,Composing
COMPOSITE,Composite
Composite Simpson's rule,Composite Simpson's Rule
COMPOSITION,Composition
composition,Composition
Compound character recognition,Compound Character Recognition
COMPOUND CHARACTER-RECOGNITION,Compound Character Recognition
compound character,Compound Characters
compound characters,Compound Characters
Compound Distance,Compound Distance
compound fault separation,Compound Fault Separation
Compounds,Compounds
COMPREHENSION,Comprehension
COMPREHENSIVE SURVEY,Comprehensive Survey
compressed data,Compressed Data
Compressed document,Compressed Document
compressed domains,Compressed Domains
compressed image,Compressed Image
Compressed sensing,Compressed Sensing
Compressed stream,Compressed Stream
COMPRESSION,Compression
Compression,Compression
compression,Compression
Compression algorithms,Compression Algorithms
compression ratio,Compression Ratio
compressive sensing,Compressive Sensing
COMPUTATION,Computation
computational complexity,Computational Complexity
computational electrochemistry,Computational Electrochemistry
Computational Forensics,Computational Forensics
computational forensics,Computational Forensics
Computational generation model,Computational Generation Model
computational geometry,Computational Geometry
computational linguistics,Computational Linguistics
Computational modeling,Computational Modeling
computational neuroscience,Computational Neuroscience
Computer aided assessment,Computer Aided Assessment
Computer Aided Detection,Computer Aided Detection
Computer and information processing,Computer And Information Processing
Computer application,Computer Application
computer application,Computer Application
computer applications,Computer Applications
Computer architecture,Computer Architecture
Computer Assisted transcription,Computer Assisted Transcription
Computer assisted transcription,Computer Assisted Transcription
computer assisted transcription,Computer Assisted Transcription
Computer crime,Computer Crime
Computer hacking,Computer Hacking
computer hardware computing power,Computer Hardware Computing Power
computer keyboard,Computer Keyboard
computer networks,Computer Networks
COMPUTER RECOGNITION,Computer Recognition
COMPUTER SCIENCE,Computer Science
Computer Science Education,Computer Science Education
Computer security,Computer Security
computer supported collaborative work (CSCW),Computer Supported Collaborative Work
Computer viruses,Computer Viruses
COMPUTER VISION,Computer Vision
Computer Vision,Computer Vision
Computer vision,Computer Vision
computer vision,Computer Vision
computer vision tasks,Computer Vision Tasks
COMPUTER-AIDED DIAGNOSIS,Computer-Aided Diagnosis
Computer-aided diagnosis,Computer-Aided Diagnosis
computer-aided diagnosis,Computer-Aided Diagnosis
Computer-aided transcription,Computer-Aided Transcription
computer-assisted,Computer-Assisted
Computer-assisted annotation,Computer-Assisted Annotation
Computer-assisted assessment,Computer-Assisted Assessment
Computer-assisted text transcription,Computer-Assisted Text Transcription
COMPUTER-ASSISTED TRANSCRIPTION,Computer-Assisted Transcription
Computer-assisted Transcription of Handwritten Text,Computer-Assisted Transcription Of Handwritten Text
Computer-assisted transcription of text images,Computer-Assisted Transcription Of Text Images
computer-based medical systems,Computer-Based Medical Systems
COMPUTERIZED ANESTHESIA RECORDS,Computerized Anesthesia Records
computerized data processing,Computerized Data Processing
Computerized detection tool,Computerized Detection Tool
Computerized measures,Computerized Measures
COMPUTERS,Computers
Computers,Computers
computers,Computers
"computers, diagnostic aid","Computers, Diagnostic Aid"
"computers, educational aid","Computers, Educational Aid"
computer-supported cooperative work,Computer-Supported Cooperative Work
Computer-supported learning,Computer-Supported Learning
COMPUTING COMPLEXITY,Computing Complexity
Computing education,Computing Education
computing time,Computing Time
concavity features,Concavity Features
Concentration,Concentration
CONCRETE,Concrete
concrete structures,Concrete Structures
Conditional AutoEncoder,Conditional Autoencoder
Conditional Random Field,Conditional Random Fields
Conditional Random Field(CRF),Conditional Random Fields
Conditional Random Fields,Conditional Random Fields
Conditional Random fields,Conditional Random Fields
Conditional random fields,Conditional Random Fields
conditional random fields,Conditional Random Fields
Conducting,Conducting
CONFIDENCE,Confidence
Confidences,Confidence
confidence analysis,Confidence Analysis
confidence computation,Confidence Computation
CONFIDENCE ESTIMATION,Confidence Estimation
confidence evaluation,Confidence Evaluation
Confidence learning,Confidence Learning
confidence level,Confidence Level
CONFIDENCE MEASURES,Confidence Measures
Confidence Measures,Confidence Measures
Confidence measures,Confidence Measures
confidence measures,Confidence Measures
Confidence score,Confidence Score
confidence scoring,Confidence Scoring
confidence transformation,Confidence Transformation
CONFIDENTIALITY,Confidentiality
configurable architecture,Configurable Architecture
configurable object detection,Configurable Object Detection
configuration search,Configuration Search
CONFLICT,Conflict
conflict management,Conflict Management
conflict resolution,Conflict Resolution
Confusing pair,Confusing Pair
Confusion Matrix,Confusion Matrix
Confusion matrix,Confusion Matrix
confusion matrix,Confusion Matrix
confusion model,Confusion Model
CONFUSION NETWORKS,Confusion Networks
confusion networks,Confusion Networks
Confusion Networks combination,Confusion Networks Combination
confusion networks combination,Confusion Networks Combination
Confusion Pairs,Confusion Pairs
congealing,Congealing
Connected Component,Connected Component
Connected component,Connected Component
Connected Component Analysis,Connected Component Analysis
Connected component analysis,Connected Component Analysis
Connected Component Analysis.,Connected Component Analysis
connected components analysis,Connected Component Analysis
connected component grouping,Connected Component Grouping
Connected Component Labeling,Connected Component Labeling
connected component labeling,Connected Component Labeling
Connected Components,Connected Components
connected components,Connected Components
Connected Domain,Connected Domain
Connected Pixels Labeling,Connected Pixels Labeling
Connected segments,Connected Segments
CONNECTED WORD RECOGNITION,Connected Word Recognition
connected writing,Connected Writing
CONNECTED-COMPONENT CONTOURS,Connected-Component Contours
CONNECTION,Connection
connection lines,Connection Lines
CONNECTION MACHINE,Connection Machine
connection points,Connection Points
Connectionism,Connectionism
Connectionist automatic speech recognition,Connectionist Automatic Speech Recognition
connectionist systems,Connectionist Systems
Connectionist Temporal Classification,Connectionist Temporal Classification
Connectionist temporal classification,Connectionist Temporal Classification
connectionist temporal classification,Connectionist Temporal Classification
Connectionist temporal classification (CTC),Connectionist Temporal Classification
connectionist temporal classification (CTC),Connectionist Temporal Classification
connectionist temporal classification layer,Connectionist Temporal Classification Layer
CONNECTIONS,Connections
connectivity,Connectivity
Connectivity strength function,Connectivity Strength Function
Connectivity strength parameter,Connectivity Strength Parameter
CONSISTENCY,Consistency
Constellation model,Constellation Model
Constrained Character Recognition,Constrained Character Recognition
Constrained Handwriting Recognition,Constrained Handwriting Recognition
Constrained Viterbi search,Constrained Viterbi Search
constraint decoding,Constraint Decoding
CONSTRAINT SATISFACTION,Constraint Satisfaction
Constraint satisfaction problem,Constraint Satisfaction Problem
CONSTRUCT,Construct
CONSTRUCTION,Construction
Construction Method for Selecting Effective Hidden Nodes (CMSEHN),Construction Method For Selecting Effective Hidden Nodes
constructive induction,Constructive Induction
consumer electronics world,Consumer Electronics World
consumer-grade camera images,Consumer-Grade Camera Images
Contact Center,Contact Center
Contact image Sensor (CIS),Contact Image Sensor
content and style disentanglement,Content And Style Disentanglement
content based retrieval,Content Based Retrieval
CONTENT EXTRACTION,Content Extraction
content inventory,Content Inventory
content scoring,Content Scoring
content-based document image retrieval (CBDR),Content-Based Document Image Retrieval
Content-based Image Classification,Content-Based Image Classification
Content-based image retrieval,Content-Based Image Retrieval
content-based image retrieval (CBIR),Content-Based Image Retrieval
Contex-aware services,Contex-Aware Services
CONTEXT,Context
context,Context
Context Dependent Modeling,Context Dependent Modeling
Context free grammar,Context Free Grammar
context reduction,Context Reduction
Context variables,Context Variables
context-dependent HMMs,Context-Dependent HMM
Context-dependent model,Context-Dependent Model
context-dependent model,Context-Dependent Model
Context-sensitive tasks,Context-Sensitive Tasks
contextual analysis,Contextual Analysis
contextual character models,Contextual Character Models
contextual features,Contextual Features
contextual handwriting recognition,Contextual Handwriting Recognition
contextual-HMM,Contextual HMM
Contextual information,Contextual Information
contextual information,Contextual Information
contextual information modelling,Contextual Information Modelling
CONTEXTUAL KNOWLEDGE,Contextual Knowledge
contextual knowledge,Contextual Knowledge
contextual post-processing,Contextual Post-Processing
CONTEXTUAL PROCESSING,Contextual Processing
contextual processing,Contextual Processing
Contextualized embedding,Contextualized Embedding
Contextutal modeling,Contextutal Modeling
Continuation-passing style,Continuation-Passing Style
continuous anisotropic morphology,Continuous Anisotropic Morphology
continuous Chinese handwritten text,Continuous Chinese Handwritten Text
continuous density Hidden Markov Models,Continuous Density Hidden Markov Models
Continuous dynamic programming (CDP),Continuous Dynamic Programming (Cdp)
Continuous hand gesture recognition,Continuous Hand Gesture Recognition
continuous handwriting recognition,Continuous Handwriting Recognition
Continuous machine learning,Continuous Machine Learning
CONTINUOUS SPEECH RECOGNITION,Continuous Speech Recognition
continuous strokes text,Continuous Strokes Text
Continuous trajectory segment,Continuous Trajectory Segment
CONTOUR,Contour
Contour,Contour
contour,Contour
Contour alignment,Contour Alignment
Contour analysis,Contour Analysis
contour analysis,Contour Analysis
CONTOUR CODE,Contour Code
Contour detection,Contour Detection
Contour feature,Contour Feature
contour following,Contour Following
contour information,Contour Information
Contour Tracing,Contour Tracing
contour-hinge feature,Contour-Hinge Feature
Contourlet transform,Contourlet Transform
contourlet transform,Contourlet Transform
Contrast,Contrast
Contrast based adaptive binarization,Contrast Based Adaptive Binarization
contrast image,Contrast Image
contrastive divergence,Contrastive Divergence
CONTRIBUTE,Contribute
CONTROL CHARTS,Control Charts
control of implicit segmentation,Control Of Implicit Segmentation
control of physical systems,Control Of Physical Systems
CONTROLLER,Controller
CONTROL-SYSTEMS,Control-Systems
Convenience Photos,Convenience Photos
CONVERGENCE,Convergence
convex hull,Convex Hull
Convexity curve,Convexity Curve
ConvLSTM,ConvLSTM
convNet-based feature extraction,ConvNet-Based Feature Extraction
Convolution,Convolution
convolution,Convolution
Convolution layer,Convolution Layer
Convolution Model,Convolution Model
ConvNet,Convolution Neural Network
Convolutional,Convolutional
Convolutional Autoencoder,Convolutional Autoencoder
convolutional autoencoder,Convolutional Autoencoder
Convolutional Auto-Encoder,Convolutional Auto-Encoder
Convolutional BiLSTM network,Convolutional BiLSTM Network
convolutional bilstm network,Convolutional BiLSTM Network
Convolutional Deep Belief Networks,Convolutional Deep Belief Networks
Convolutional layer,Convolutional Layers
convolutional layers,Convolutional Layers
Convolution Neural Network,Convolutional Neural Network
Convolution neural network,Convolutional Neural Network
convolution neural network,Convolutional Neural Network
Convolution Neural Network (CNN),Convolutional Neural Network
Convolution Neural Networks,Convolutional Neural Network
CONVOLUTION NEURAL-NETWORKS,Convolutional Neural Network
Convolutional network,Convolutional Neural Network
Convolutional Networks,Convolutional Neural Network
convolutional networks,Convolutional Neural Network
Convolutional Neural Netowrk (CNN),Convolutional Neural Network
convolutional neural nets,Convolutional Neural Network
Convolutional Neural Network,Convolutional Neural Network
Convolutional neural Network,Convolutional Neural Network
Convolutional neural network,Convolutional Neural Network
convolutional neural network,Convolutional Neural Network
Convolutional Neural Network (CNN),Convolutional Neural Network
Convolutional neural network (CNN),Convolutional Neural Network
convolutional neural network (CNN),Convolutional Neural Network
Convolutional Neural Network(CNN),Convolutional Neural Network
convolutional neural network(CNN),Convolutional Neural Network
Convolutional Neural Networks,Convolutional Neural Network
Convolutional Neural networks,Convolutional Neural Network
Convolutional neural networks,Convolutional Neural Network
convolutional neural networks,Convolutional Neural Network
Convolutional Neural Networks (CNN),Convolutional Neural Network
Convolutional neural networks (CNN),Convolutional Neural Network
convolutional neural networks (CNN),Convolutional Neural Network
convolutional neural networks (CNNs),Convolutional Neural Network
Convolutional neural nework,Convolutional Neural Network
CONVOLUTIONAL NEURAL-NETWORK,Convolutional Neural Network
CONVOLUTIONAL NEURAL-NETWORKS,Convolutional Neural Network
Convolutional-neural-networks,Convolutional Neural Network
Convolutional Neural Network (CNN) accelerator,Convolutional Neural Network Accelerator
Convolutional Neural Network Handwritten Numeral Recognition,Convolutional Neural Network Handwritten Numeral Recognition
Convolutional neural network shape models,Convolutional Neural Network Shape Models
convolutional neural network-based transfer learning architectures,Convolutional Neural Network-Based Transfer Learning Architectures
Convolutional prototype network,Convolutional Prototype Network
convolutional and recurrent neural networks,Convolutional Recurrent Neural Network
Convolutional recurrent neural network,Convolutional Recurrent Neural Network
Convolutional recurrent neural networks,Convolutional Recurrent Neural Network
convolutional recurrent neural networks,Convolutional Recurrent Neural Network
CRNN,Convolutional Recurrent Neural Network
COOCCURRENCE,Co-occurrence
Co-occurrence features,Co-Occurrence Features
co-occurrence matrix,Co-Occurrence Matrix
cooperation,Cooperation
COOPERATION OF CLASSIFIERS,Cooperation Of Classifiers
Cooperative Morphological-Guided Recognition,Cooperative Morphological-Guided Recognition
coordinate frames,Coordinate Frames
coordinate processing,Coordinate Processing
COORDINATION,Coordination
COPROCESSOR,Coprocessor
Core-region detection,Core-Region Detection
corner detector,Corner Detector
Coronal mass ejections,Coronal Mass Ejections
coronavirus,Coronavirus
CORPUS,Corpus
Corpus,Corpus
corpus,Corpus
Corpus annotation,Corpus Annotation
Corpus creation,Corpus Creation
corpus creation,Corpus Creation
Corpus statistical analysis,Corpus Statistical Analysis
correct writer identification rate,Correct Writer Identification Rate
CORRELATED KURTOSIS DECONVOLUTION,Correlated Kurtosis Deconvolution
correlation,Correlation
Correlation analysis,Correlation Analysis
correlation-coefficient,Correlation-Coefficient
correspondence,Correspondence
CORTEX,Cortex
Cortical algorithms,Cortical Algorithms
Cortical columns,Cortical Columns
CORTICAL MIDLINE STRUCTURES,Cortical Midline Structures
cortical representation,Cortical Representation
Cosine Similarity,Cosine Similarity
cost matrix optimization,Cost Matrix Optimization
cost-sensitive learning,Cost-Sensitive Learning
Co-Training,Co-Training
Co-training,Co-Training
counter propagation neural networks,Counter Propagation Neural Networks
counter-propagation neural networks,Counter Propagation Neural Networks
COURTESY AMOUNT,Courtesy Amount
courtesy amount,Courtesy Amount
Courtesy Amount Recognition,Courtesy Amount Recognition
Courtesy amount recognition,Courtesy Amount Recognition
courtesy amount recognition,Courtesy Amount Recognition
Covariance modeling,Covariance Modeling
cover-function,Cover-Function
COVID-19,COVID-19
CPOE,CPOE
crack detection,Crack Detection
crack extraction,Crack Extraction
Crack identification,Crack Identification
crease removal,Crease Removal
CRF,CRF
CRF/HMM,CRF/HMM
Criminal Investigation Instrument,Criminal Investigation Instrument
Crisp possibilistic mean value,Crisp Possibilistic Mean Value
critical regions,Critical Regions
Cropping,Cropping
cross validation,Cross Validation
Cross-correlation coefficient,Cross-Correlation Coefficient
Cross-depiction,Cross-Depiction
crossed-out text,Crossed-Out Text
cross-entropy,Cross-Entropy
crossover,Crossover
Cross-script,Cross-Script
cross-sparse filtering,Cross-Sparse Filtering
crossvalidation,Cross-Validation
CROSS-VALIDATION,Cross-Validation
cross-validation,Cross-Validation
Crowding characters together,Crowding Characters Together
Crowdsourcing,Crowdsourcing
crowdsourcing,Crowdsourcing
crowdsourcing framework,Crowdsourcing Framework
